"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
34;"management";"single";"tertiary";"no";673;"yes";"yes";"cellular";20;"nov";271;1;184;1;"failure";"no"
40;"services";"married";"secondary";"no";-342;"yes";"no";"unknown";26;"may";754;1;-1;0;"unknown";"no"
20;"student";"single";"secondary";"no";291;"no";"no";"telephone";11;"may";172;5;371;5;"failure";"no"
34;"technician";"married";"secondary";"no";209;"yes";"yes";"cellular";8;"apr";375;2;-1;0;"unknown";"no"
31;"technician";"single";"tertiary";"no";438;"yes";"no";"cellular";12;"aug";130;2;-1;0;"unknown";"no"
39;"admin.";"single";"secondary";"no";1242;"yes";"no";"unknown";12;"may";303;3;-1;0;"unknown";"no"
34;"entrepreneur";"married";"tertiary";"no";355;"yes";"no";"unknown";16;"may";261;1;-1;0;"unknown";"no"
24;"blue-collar";"married";"secondary";"no";204;"yes";"yes";"cellular";17;"apr";229;3;-1;0;"unknown";"no"
41;"management";"married";"tertiary";"no";10758;"yes";"no";"cellular";1;"jun";288;1;-1;0;"unknown";"no"
40;"management";"married";"tertiary";"no";5;"yes";"no";"cellular";18;"nov";219;3;-1;0;"unknown";"no"
45;"technician";"single";"secondary";"no";410;"yes";"no";"unknown";30;"may";891;4;-1;0;"unknown";"yes"
36;"management";"married";"tertiary";"no";605;"yes";"no";"unknown";26;"may";204;1;-1;0;"unknown";"no"
53;"management";"married";"tertiary";"no";4;"no";"no";"unknown";20;"jun";19;6;-1;0;"unknown";"no"
23;"student";"single";"secondary";"no";8494;"no";"no";"cellular";25;"aug";158;2;-1;0;"unknown";"no"
42;"entrepreneur";"married";"primary";"no";198;"yes";"no";"unknown";8;"may";314;1;-1;0;"unknown";"no"
48;"blue-collar";"married";"secondary";"no";841;"yes";"no";"unknown";19;"may";215;1;-1;0;"unknown";"no"
34;"management";"married";"tertiary";"no";8;"no";"no";"cellular";25;"aug";169;4;-1;0;"unknown";"no"
36;"admin.";"married";"secondary";"no";470;"yes";"no";"cellular";31;"jul";101;4;-1;0;"unknown";"no"
43;"retired";"married";"secondary";"no";520;"yes";"no";"unknown";20;"may";15;13;-1;0;"unknown";"no"
36;"blue-collar";"married";"secondary";"no";439;"yes";"no";"unknown";21;"may";260;5;-1;0;"unknown";"no"
49;"blue-collar";"married";"secondary";"no";-454;"yes";"no";"cellular";14;"may";558;1;-1;0;"unknown";"yes"
55;"retired";"married";"secondary";"no";466;"no";"no";"unknown";17;"jun";287;4;-1;0;"unknown";"no"
53;"retired";"married";"secondary";"no";665;"yes";"no";"cellular";22;"apr";371;2;-1;0;"unknown";"yes"
42;"technician";"married";"secondary";"no";994;"yes";"no";"cellular";11;"aug";149;1;78;5;"failure";"yes"
45;"admin.";"married";"secondary";"no";5346;"yes";"yes";"unknown";21;"oct";187;1;-1;0;"unknown";"yes"
31;"blue-collar";"married";"secondary";"no";1243;"yes";"no";"unknown";21;"may";32;1;-1;0;"unknown";"no"
32;"admin.";"married";"tertiary";"no";0;"yes";"no";"unknown";5;"may";138;1;-1;0;"unknown";"no"
36;"blue-collar";"married";"secondary";"no";2357;"yes";"no";"unknown";17;"jun";228;2;-1;0;"unknown";"no"
56;"retired";"married";"secondary";"no";1044;"no";"no";"telephone";3;"jul";353;2;-1;0;"unknown";"yes"
46;"admin.";"married";"secondary";"no";1069;"yes";"no";"unknown";8;"may";45;2;-1;0;"unknown";"no"
41;"housemaid";"single";"secondary";"no";231;"no";"no";"cellular";9;"jul";76;2;-1;0;"unknown";"no"
31;"admin.";"married";"secondary";"no";0;"yes";"yes";"unknown";6;"may";144;2;-1;0;"unknown";"no"
32;"technician";"married";"secondary";"no";266;"yes";"no";"cellular";19;"aug";168;2;-1;0;"unknown";"no"
38;"management";"married";"tertiary";"no";-70;"yes";"no";"cellular";30;"jan";140;1;2;3;"other";"no"
49;"retired";"single";"primary";"no";25824;"no";"no";"unknown";17;"jun";94;1;-1;0;"unknown";"no"
46;"management";"single";"primary";"no";538;"no";"no";"unknown";17;"jun";118;3;-1;0;"unknown";"no"
29;"technician";"single";"secondary";"no";534;"yes";"no";"cellular";18;"may";382;1;-1;0;"unknown";"no"
36;"admin.";"married";"unknown";"no";2323;"no";"no";"cellular";19;"nov";111;1;-1;0;"unknown";"no"
38;"admin.";"married";"secondary";"no";1852;"yes";"no";"cellular";15;"may";298;2;-1;0;"unknown";"no"
53;"technician";"married";"secondary";"no";2647;"yes";"no";"unknown";30;"may";121;1;-1;0;"unknown";"no"
43;"management";"married";"tertiary";"no";2767;"yes";"no";"unknown";15;"may";317;7;-1;0;"unknown";"no"
41;"management";"married";"tertiary";"no";176;"yes";"yes";"unknown";5;"may";42;1;-1;0;"unknown";"no"
42;"management";"single";"secondary";"no";9720;"no";"no";"cellular";5;"aug";81;2;-1;0;"unknown";"no"
55;"blue-collar";"divorced";"secondary";"no";1613;"yes";"no";"cellular";3;"apr";296;1;270;3;"failure";"yes"
39;"admin.";"divorced";"secondary";"no";2903;"yes";"yes";"telephone";25;"jul";259;2;-1;0;"unknown";"no"
30;"admin.";"single";"secondary";"no";81;"yes";"no";"cellular";6;"aug";121;6;112;3;"other";"no"
41;"blue-collar";"married";"secondary";"no";780;"yes";"no";"cellular";15;"may";432;3;-1;0;"unknown";"no"
44;"unemployed";"married";"tertiary";"no";178;"no";"no";"cellular";8;"aug";126;2;-1;0;"unknown";"no"
58;"management";"married";"tertiary";"no";299;"no";"no";"cellular";16;"jul";120;4;-1;0;"unknown";"no"
35;"retired";"married";"primary";"no";285;"yes";"no";"cellular";29;"jan";136;1;-1;0;"unknown";"no"
27;"blue-collar";"married";"secondary";"no";872;"yes";"no";"cellular";17;"apr";1130;3;-1;0;"unknown";"no"
34;"services";"married";"secondary";"no";1337;"no";"no";"cellular";17;"dec";330;2;127;3;"success";"yes"
25;"services";"married";"secondary";"no";72;"yes";"no";"cellular";23;"jul";305;2;-1;0;"unknown";"no"
36;"blue-collar";"married";"secondary";"no";0;"no";"no";"unknown";20;"jun";332;3;-1;0;"unknown";"no"
38;"blue-collar";"married";"secondary";"no";-388;"yes";"no";"unknown";9;"may";412;1;-1;0;"unknown";"no"
30;"admin.";"married";"secondary";"no";11;"yes";"no";"cellular";11;"may";157;1;-1;0;"unknown";"no"
47;"blue-collar";"divorced";"secondary";"yes";-535;"yes";"no";"cellular";30;"jul";71;2;-1;0;"unknown";"no"
41;"services";"divorced";"secondary";"no";787;"yes";"no";"cellular";8;"may";297;2;-1;0;"unknown";"no"
36;"management";"single";"tertiary";"no";3343;"no";"no";"cellular";18;"nov";307;1;-1;0;"unknown";"no"
63;"entrepreneur";"married";"secondary";"no";3904;"no";"no";"telephone";4;"aug";250;2;187;2;"success";"yes"
23;"management";"single";"tertiary";"no";736;"yes";"no";"cellular";30;"apr";119;1;-1;0;"unknown";"no"
32;"management";"married";"tertiary";"no";1390;"no";"no";"cellular";7;"aug";116;2;-1;0;"unknown";"no"
57;"retired";"married";"primary";"no";808;"no";"no";"telephone";7;"jul";274;1;-1;0;"unknown";"no"
48;"management";"married";"tertiary";"no";1147;"no";"no";"cellular";5;"aug";389;1;64;2;"success";"yes"
49;"services";"married";"secondary";"no";1122;"no";"no";"cellular";4;"aug";143;1;-1;0;"unknown";"no"
50;"technician";"married";"secondary";"no";-568;"yes";"yes";"unknown";28;"may";860;2;-1;0;"unknown";"no"
33;"blue-collar";"married";"primary";"no";1165;"yes";"no";"unknown";21;"may";420;2;-1;0;"unknown";"no"
53;"services";"divorced";"secondary";"no";-905;"yes";"no";"unknown";28;"may";213;1;-1;0;"unknown";"no"
30;"unemployed";"married";"tertiary";"no";0;"yes";"no";"cellular";18;"nov";756;1;-1;0;"unknown";"no"
38;"technician";"married";"secondary";"no";740;"no";"no";"cellular";7;"aug";259;3;-1;0;"unknown";"no"
44;"management";"married";"secondary";"no";8262;"yes";"no";"cellular";23;"jul";201;16;-1;0;"unknown";"no"
39;"admin.";"single";"secondary";"no";14;"yes";"yes";"unknown";13;"may";19;9;-1;0;"unknown";"no"
45;"technician";"single";"unknown";"no";7108;"yes";"yes";"cellular";18;"nov";53;1;172;3;"failure";"no"
36;"blue-collar";"married";"secondary";"no";1049;"yes";"no";"cellular";14;"may";224;4;-1;0;"unknown";"yes"
38;"blue-collar";"married";"secondary";"no";0;"yes";"no";"cellular";13;"may";57;5;349;1;"other";"no"
36;"housemaid";"married";"secondary";"no";419;"yes";"no";"unknown";30;"may";251;1;-1;0;"unknown";"no"
30;"management";"single";"tertiary";"no";726;"yes";"no";"cellular";16;"apr";39;1;342;3;"failure";"no"
28;"technician";"divorced";"tertiary";"no";594;"yes";"yes";"unknown";18;"jun";54;3;-1;0;"unknown";"no"
26;"unemployed";"married";"tertiary";"no";454;"yes";"yes";"unknown";23;"may";28;18;-1;0;"unknown";"no"
54;"unknown";"married";"secondary";"no";2206;"no";"no";"cellular";12;"nov";104;1;99;2;"other";"yes"
38;"admin.";"married";"tertiary";"no";1988;"no";"no";"cellular";27;"mar";164;2;130;2;"failure";"yes"
32;"technician";"single";"tertiary";"no";0;"no";"no";"cellular";7;"aug";268;2;-1;0;"unknown";"no"
50;"admin.";"divorced";"secondary";"no";202;"no";"yes";"cellular";17;"nov";148;1;-1;0;"unknown";"no"
43;"blue-collar";"married";"secondary";"no";667;"yes";"no";"unknown";7;"may";228;3;-1;0;"unknown";"no"
48;"admin.";"married";"secondary";"no";112;"no";"no";"cellular";18;"aug";139;5;-1;0;"unknown";"no"
57;"housemaid";"married";"primary";"no";50;"no";"no";"cellular";18;"aug";89;3;-1;0;"unknown";"no"
64;"housemaid";"married";"primary";"no";768;"no";"no";"cellular";15;"jul";250;2;182;1;"success";"no"
26;"services";"divorced";"secondary";"no";74;"yes";"no";"unknown";23;"may";106;6;-1;0;"unknown";"no"
33;"blue-collar";"married";"secondary";"no";661;"yes";"no";"cellular";18;"jul";968;1;-1;0;"unknown";"yes"
50;"self-employed";"married";"secondary";"no";3025;"no";"yes";"cellular";6;"aug";168;3;-1;0;"unknown";"no"
47;"self-employed";"married";"tertiary";"no";751;"no";"no";"cellular";24;"jul";408;14;-1;0;"unknown";"no"
39;"management";"single";"tertiary";"no";416;"no";"no";"cellular";23;"oct";56;4;-1;0;"unknown";"no"
52;"services";"married";"primary";"no";14;"no";"yes";"cellular";28;"jul";55;5;-1;0;"unknown";"no"
31;"blue-collar";"single";"primary";"no";-502;"yes";"no";"unknown";29;"may";76;4;-1;0;"unknown";"no"
50;"blue-collar";"married";"primary";"no";0;"no";"no";"cellular";11;"aug";72;5;-1;0;"unknown";"no"
47;"technician";"married";"secondary";"no";599;"yes";"no";"cellular";13;"aug";99;3;-1;0;"unknown";"no"
30;"management";"single";"tertiary";"no";-218;"yes";"no";"cellular";27;"aug";13;15;-1;0;"unknown";"no"
32;"technician";"single";"tertiary";"no";1012;"no";"no";"cellular";14;"apr";178;1;-1;0;"unknown";"no"
36;"technician";"married";"secondary";"no";300;"no";"no";"unknown";9;"jun";287;1;-1;0;"unknown";"no"
46;"technician";"married";"tertiary";"no";217;"yes";"no";"cellular";14;"may";141;1;346;2;"other";"no"
45;"management";"divorced";"tertiary";"no";2096;"no";"no";"cellular";21;"nov";127;1;100;2;"failure";"no"
37;"technician";"single";"secondary";"no";0;"no";"no";"cellular";4;"aug";69;2;-1;0;"unknown";"no"
58;"housemaid";"married";"primary";"no";5278;"yes";"no";"unknown";4;"jun";763;4;-1;0;"unknown";"no"
59;"management";"married";"tertiary";"no";1831;"no";"no";"cellular";17;"feb";122;1;92;1;"failure";"no"
28;"management";"married";"tertiary";"no";1480;"yes";"no";"cellular";18;"may";143;1;-1;0;"unknown";"no"
48;"management";"married";"tertiary";"no";7289;"yes";"no";"cellular";2;"feb";316;3;-1;0;"unknown";"no"
55;"blue-collar";"married";"unknown";"no";1665;"no";"no";"telephone";30;"jul";89;2;-1;0;"unknown";"no"
37;"blue-collar";"single";"primary";"no";851;"yes";"no";"cellular";15;"may";151;1;352;1;"failure";"no"
41;"management";"married";"tertiary";"no";2885;"no";"no";"cellular";19;"nov";40;1;-1;0;"unknown";"no"
35;"blue-collar";"married";"secondary";"no";137;"no";"yes";"unknown";4;"oct";5;1;808;12;"failure";"no"
34;"blue-collar";"single";"secondary";"no";1239;"yes";"no";"cellular";18;"jul";90;1;-1;0;"unknown";"no"
43;"management";"single";"tertiary";"no";146;"no";"no";"cellular";21;"nov";50;1;113;5;"other";"no"
59;"technician";"married";"secondary";"no";1;"no";"no";"cellular";15;"apr";159;2;378;3;"failure";"yes"
50;"blue-collar";"divorced";"primary";"no";-10;"no";"yes";"cellular";10;"jul";369;6;-1;0;"unknown";"no"
37;"technician";"married";"secondary";"no";480;"no";"no";"cellular";22;"oct";344;2;182;8;"other";"yes"
35;"technician";"married";"secondary";"no";2789;"yes";"no";"cellular";4;"sep";256;2;94;1;"failure";"no"
50;"technician";"single";"secondary";"no";3897;"no";"no";"cellular";26;"oct";298;1;-1;0;"unknown";"no"
36;"technician";"divorced";"secondary";"no";487;"no";"yes";"cellular";11;"aug";268;3;-1;0;"unknown";"no"
41;"admin.";"married";"secondary";"no";5110;"yes";"no";"cellular";13;"apr";231;1;-1;0;"unknown";"no"
28;"management";"married";"tertiary";"no";318;"yes";"no";"unknown";27;"may";4;4;-1;0;"unknown";"no"
42;"technician";"single";"tertiary";"no";-411;"yes";"no";"cellular";12;"may";78;5;292;3;"failure";"no"
60;"retired";"married";"secondary";"no";4820;"no";"no";"unknown";5;"jun";419;1;-1;0;"unknown";"no"
28;"management";"single";"tertiary";"no";4937;"yes";"no";"telephone";13;"may";421;3;-1;0;"unknown";"no"
48;"entrepreneur";"married";"secondary";"no";725;"no";"yes";"cellular";10;"jul";105;1;-1;0;"unknown";"no"
51;"entrepreneur";"married";"tertiary";"no";5403;"no";"no";"unknown";6;"jun";42;1;-1;0;"unknown";"no"
32;"technician";"married";"tertiary";"no";4089;"no";"no";"cellular";26;"may";114;7;287;3;"failure";"no"
35;"technician";"married";"tertiary";"no";188;"no";"no";"cellular";26;"aug";286;2;-1;0;"unknown";"no"
37;"technician";"married";"unknown";"no";189;"no";"no";"cellular";1;"oct";238;1;107;2;"success";"yes"
38;"blue-collar";"divorced";"secondary";"no";2998;"yes";"no";"unknown";11;"jun";91;1;-1;0;"unknown";"no"
77;"retired";"married";"secondary";"no";610;"no";"no";"cellular";13;"aug";766;3;-1;0;"unknown";"no"
32;"management";"single";"unknown";"no";787;"no";"no";"cellular";28;"jan";92;1;-1;0;"unknown";"no"
43;"technician";"divorced";"secondary";"no";167;"no";"no";"cellular";4;"aug";211;3;-1;0;"unknown";"no"
36;"management";"single";"tertiary";"no";243;"yes";"no";"cellular";7;"may";160;2;360;3;"failure";"no"
29;"management";"married";"tertiary";"no";877;"no";"no";"cellular";3;"feb";166;3;-1;0;"unknown";"no"
32;"admin.";"single";"secondary";"no";2817;"yes";"no";"cellular";21;"nov";195;1;-1;0;"unknown";"no"
41;"management";"divorced";"tertiary";"no";4567;"yes";"yes";"cellular";16;"jul";106;1;-1;0;"unknown";"no"
26;"services";"single";"secondary";"no";127;"yes";"yes";"cellular";23;"jul";85;3;-1;0;"unknown";"no"
34;"blue-collar";"married";"primary";"no";176;"no";"no";"cellular";24;"jul";78;1;-1;0;"unknown";"no"
57;"retired";"married";"tertiary";"no";0;"yes";"yes";"unknown";28;"may";648;1;-1;0;"unknown";"yes"
36;"services";"single";"secondary";"no";1482;"yes";"no";"cellular";18;"nov";177;2;174;1;"other";"no"
42;"blue-collar";"married";"secondary";"no";3052;"yes";"no";"unknown";27;"may";32;1;-1;0;"unknown";"no"
35;"technician";"divorced";"secondary";"no";56;"no";"no";"cellular";29;"aug";24;12;-1;0;"unknown";"no"
52;"entrepreneur";"divorced";"primary";"no";278;"yes";"no";"unknown";7;"may";688;2;-1;0;"unknown";"no"
36;"management";"single";"tertiary";"no";3875;"yes";"no";"unknown";27;"may";21;5;-1;0;"unknown";"no"
46;"technician";"married";"secondary";"no";-337;"yes";"no";"unknown";27;"may";112;1;-1;0;"unknown";"no"
60;"management";"divorced";"tertiary";"no";366;"no";"no";"cellular";3;"jun";593;1;-1;0;"unknown";"yes"
57;"housemaid";"married";"primary";"no";501;"yes";"yes";"cellular";7;"aug";59;2;-1;0;"unknown";"no"
48;"management";"married";"tertiary";"no";998;"yes";"no";"cellular";29;"jan";121;3;-1;0;"unknown";"no"
59;"self-employed";"married";"primary";"no";0;"yes";"no";"telephone";28;"jul";97;2;-1;0;"unknown";"no"
39;"management";"married";"tertiary";"no";246;"no";"no";"cellular";11;"aug";86;2;-1;0;"unknown";"no"
44;"blue-collar";"married";"secondary";"no";-182;"yes";"yes";"cellular";14;"may";10;10;-1;0;"unknown";"no"
27;"management";"single";"tertiary";"no";446;"no";"no";"cellular";23;"jun";205;3;-1;0;"unknown";"no"
59;"retired";"married";"secondary";"no";1173;"no";"no";"unknown";9;"jun";77;2;-1;0;"unknown";"no"
36;"technician";"divorced";"secondary";"no";5957;"yes";"no";"cellular";18;"nov";138;2;-1;0;"unknown";"no"
44;"admin.";"married";"secondary";"no";205;"no";"no";"cellular";3;"nov";289;1;-1;0;"unknown";"yes"
50;"admin.";"married";"secondary";"no";0;"no";"no";"cellular";4;"aug";86;4;-1;0;"unknown";"no"
41;"management";"divorced";"tertiary";"no";369;"yes";"no";"telephone";22;"aug";9;3;-1;0;"unknown";"no"
47;"admin.";"married";"secondary";"no";1934;"no";"yes";"cellular";14;"may";225;1;364;1;"failure";"no"
32;"technician";"single";"tertiary";"no";259;"no";"no";"cellular";22;"jul";407;4;-1;0;"unknown";"no"
38;"blue-collar";"married";"secondary";"no";284;"yes";"yes";"unknown";3;"jun";1030;6;-1;0;"unknown";"no"
55;"blue-collar";"married";"unknown";"no";23;"no";"no";"cellular";13;"aug";123;2;-1;0;"unknown";"no"
38;"management";"single";"tertiary";"no";1373;"no";"no";"cellular";22;"oct";119;4;-1;0;"unknown";"no"
31;"management";"single";"tertiary";"no";62;"yes";"no";"cellular";18;"may";175;1;293;5;"failure";"no"
38;"blue-collar";"divorced";"secondary";"no";157;"no";"no";"unknown";9;"jun";299;5;-1;0;"unknown";"no"
29;"unemployed";"single";"tertiary";"no";991;"no";"no";"cellular";5;"feb";563;1;-1;0;"unknown";"no"
55;"services";"married";"secondary";"no";186;"yes";"yes";"unknown";9;"may";241;1;-1;0;"unknown";"no"
35;"unemployed";"married";"secondary";"no";977;"yes";"no";"cellular";4;"may";52;4;91;1;"other";"no"
40;"self-employed";"single";"tertiary";"no";2893;"no";"no";"cellular";2;"jun";76;3;-1;0;"unknown";"no"
34;"blue-collar";"married";"secondary";"no";1897;"yes";"yes";"cellular";19;"nov";441;1;-1;0;"unknown";"no"
32;"technician";"single";"tertiary";"no";5514;"no";"no";"cellular";22;"apr";319;1;182;1;"success";"yes"
33;"blue-collar";"married";"secondary";"no";889;"yes";"no";"unknown";18;"sep";13;1;373;6;"success";"no"
33;"management";"married";"tertiary";"no";273;"yes";"no";"unknown";16;"may";803;1;-1;0;"unknown";"yes"
37;"admin.";"married";"secondary";"no";1193;"no";"no";"cellular";12;"may";396;2;-1;0;"unknown";"no"
58;"management";"married";"tertiary";"no";2729;"no";"no";"unknown";18;"jun";188;1;-1;0;"unknown";"no"
36;"admin.";"single";"secondary";"no";0;"no";"no";"cellular";20;"apr";637;1;-1;0;"unknown";"no"
42;"blue-collar";"married";"secondary";"no";230;"yes";"no";"unknown";5;"jun";175;7;-1;0;"unknown";"no"
34;"technician";"single";"secondary";"no";2729;"yes";"no";"cellular";6;"apr";945;1;139;1;"success";"no"
35;"management";"married";"tertiary";"no";317;"yes";"no";"unknown";23;"may";162;3;-1;0;"unknown";"no"
60;"housemaid";"married";"primary";"no";517;"no";"no";"unknown";12;"jun";1178;3;-1;0;"unknown";"no"
50;"management";"married";"tertiary";"no";-470;"yes";"no";"cellular";8;"may";506;2;170;3;"failure";"no"
28;"self-employed";"single";"tertiary";"no";4579;"no";"no";"cellular";12;"jan";409;2;-1;0;"unknown";"yes"
27;"blue-collar";"divorced";"secondary";"no";1;"yes";"no";"cellular";14;"jul";116;3;-1;0;"unknown";"no"
37;"management";"married";"tertiary";"no";5106;"no";"no";"cellular";30;"apr";244;1;-1;0;"unknown";"yes"
31;"technician";"married";"tertiary";"no";636;"yes";"no";"cellular";4;"may";352;4;-1;0;"unknown";"yes"
34;"services";"married";"secondary";"no";1076;"no";"no";"cellular";12;"may";152;1;182;6;"success";"yes"
38;"management";"married";"tertiary";"no";126;"yes";"no";"unknown";21;"may";164;2;-1;0;"unknown";"no"
32;"self-employed";"married";"secondary";"no";-33;"yes";"no";"unknown";28;"may";234;3;-1;0;"unknown";"no"
37;"technician";"married";"secondary";"no";430;"no";"no";"cellular";27;"aug";154;4;-1;0;"unknown";"no"
33;"admin.";"married";"secondary";"no";-6;"yes";"no";"unknown";7;"may";566;2;-1;0;"unknown";"no"
71;"technician";"married";"tertiary";"no";383;"no";"no";"cellular";27;"oct";327;2;183;3;"success";"no"
27;"technician";"married";"secondary";"no";130;"yes";"no";"cellular";7;"may";265;3;-1;0;"unknown";"no"
38;"blue-collar";"married";"primary";"no";2569;"no";"no";"unknown";9;"jun";172;1;-1;0;"unknown";"no"
34;"technician";"single";"secondary";"no";201;"no";"no";"cellular";22;"jul";257;2;-1;0;"unknown";"no"
54;"retired";"divorced";"tertiary";"no";0;"no";"no";"unknown";13;"may";618;1;-1;0;"unknown";"yes"
30;"blue-collar";"married";"secondary";"no";6;"yes";"no";"cellular";28;"jan";241;3;-1;0;"unknown";"no"
35;"entrepreneur";"single";"secondary";"no";475;"no";"yes";"cellular";21;"jul";936;4;-1;0;"unknown";"no"
33;"blue-collar";"single";"secondary";"no";706;"yes";"no";"cellular";7;"apr";329;1;322;1;"failure";"no"
36;"management";"married";"secondary";"no";1825;"yes";"no";"cellular";14;"may";24;1;346;1;"failure";"no"
59;"self-employed";"married";"tertiary";"no";185;"no";"no";"cellular";22;"jun";177;5;138;1;"failure";"no"
72;"blue-collar";"married";"primary";"no";4415;"no";"no";"telephone";13;"oct";120;1;-1;0;"unknown";"no"
64;"management";"married";"tertiary";"no";679;"no";"no";"telephone";22;"apr";135;3;-1;0;"unknown";"no"
53;"technician";"divorced";"secondary";"no";320;"no";"no";"cellular";9;"jul";175;1;-1;0;"unknown";"no"
35;"management";"single";"tertiary";"no";2988;"yes";"no";"cellular";25;"may";179;1;-1;0;"unknown";"no"
58;"self-employed";"married";"secondary";"no";1407;"yes";"no";"unknown";30;"may";58;1;-1;0;"unknown";"no"
40;"technician";"married";"secondary";"no";1270;"no";"no";"cellular";17;"apr";342;2;-1;0;"unknown";"no"
41;"services";"divorced";"secondary";"no";654;"yes";"no";"cellular";13;"may";139;2;-1;0;"unknown";"no"
48;"retired";"married";"primary";"no";5173;"yes";"no";"unknown";18;"jun";88;8;-1;0;"unknown";"no"
44;"entrepreneur";"married";"tertiary";"no";3463;"yes";"yes";"cellular";28;"aug";210;3;-1;0;"unknown";"no"
39;"blue-collar";"married";"unknown";"no";0;"no";"no";"cellular";2;"feb";731;1;193;3;"failure";"no"
61;"management";"married";"tertiary";"no";6016;"no";"no";"cellular";2;"feb";670;3;-1;0;"unknown";"yes"
36;"entrepreneur";"married";"primary";"no";177;"yes";"no";"unknown";12;"may";63;5;-1;0;"unknown";"no"
28;"management";"married";"tertiary";"no";3694;"no";"yes";"cellular";8;"jul";70;2;-1;0;"unknown";"no"
58;"retired";"single";"secondary";"no";1640;"no";"yes";"cellular";4;"feb";72;6;274;4;"failure";"no"
60;"admin.";"divorced";"secondary";"no";174;"yes";"no";"cellular";15;"may";241;1;364;1;"failure";"no"
66;"admin.";"single";"secondary";"no";10177;"no";"no";"cellular";5;"may";272;4;-1;0;"unknown";"no"
36;"management";"single";"tertiary";"no";490;"no";"no";"cellular";28;"aug";207;8;98;1;"failure";"yes"
49;"self-employed";"married";"secondary";"no";2576;"yes";"no";"cellular";15;"may";64;6;-1;0;"unknown";"no"
40;"services";"married";"secondary";"no";0;"no";"no";"unknown";12;"jun";543;2;-1;0;"unknown";"no"
23;"technician";"single";"secondary";"no";598;"no";"no";"cellular";30;"apr";166;1;-1;0;"unknown";"no"
29;"management";"single";"tertiary";"no";15459;"no";"no";"cellular";26;"may";245;3;97;7;"success";"no"
44;"blue-collar";"married";"primary";"no";271;"yes";"yes";"unknown";9;"may";94;1;-1;0;"unknown";"no"
54;"unknown";"married";"unknown";"no";2508;"no";"no";"unknown";20;"jun";34;8;-1;0;"unknown";"no"
47;"blue-collar";"married";"primary";"no";320;"no";"no";"telephone";30;"jul";203;2;-1;0;"unknown";"no"
33;"admin.";"married";"tertiary";"no";640;"no";"no";"cellular";24;"jul";318;1;-1;0;"unknown";"no"
30;"self-employed";"married";"secondary";"no";1772;"yes";"no";"cellular";13;"apr";158;4;-1;0;"unknown";"no"
27;"admin.";"single";"secondary";"no";15;"no";"yes";"cellular";21;"jul";177;1;-1;0;"unknown";"no"
49;"management";"divorced";"tertiary";"no";2370;"yes";"yes";"unknown";17;"nov";56;1;103;2;"other";"no"
27;"services";"single";"secondary";"no";201;"yes";"no";"unknown";4;"jun";172;2;-1;0;"unknown";"no"
51;"blue-collar";"married";"secondary";"no";160;"yes";"no";"cellular";7;"may";136;1;359;1;"failure";"no"
32;"admin.";"divorced";"secondary";"yes";5;"yes";"yes";"cellular";18;"may";82;3;363;2;"other";"no"
30;"blue-collar";"single";"secondary";"no";75;"yes";"no";"unknown";16;"may";123;1;-1;0;"unknown";"no"
33;"admin.";"married";"secondary";"no";4902;"yes";"no";"cellular";20;"nov";110;1;-1;0;"unknown";"no"
27;"blue-collar";"single";"primary";"no";-79;"yes";"no";"unknown";30;"may";385;5;-1;0;"unknown";"no"
75;"retired";"divorced";"secondary";"no";1341;"no";"no";"cellular";18;"dec";415;7;-1;0;"unknown";"yes"
37;"services";"divorced";"secondary";"no";490;"yes";"no";"cellular";2;"feb";73;1;-1;0;"unknown";"no"
36;"technician";"single";"secondary";"no";1521;"yes";"no";"unknown";16;"jun";243;2;-1;0;"unknown";"no"
37;"blue-collar";"married";"secondary";"no";131;"yes";"no";"unknown";9;"may";137;2;-1;0;"unknown";"no"
35;"management";"married";"tertiary";"no";8;"yes";"no";"unknown";23;"may";55;4;-1;0;"unknown";"no"
32;"services";"married";"secondary";"no";-632;"yes";"yes";"cellular";20;"apr";18;5;-1;0;"unknown";"no"
32;"admin.";"single";"secondary";"no";116;"no";"yes";"cellular";16;"jul";255;2;-1;0;"unknown";"no"
35;"admin.";"married";"primary";"no";189;"yes";"no";"cellular";11;"may";95;1;-1;0;"unknown";"no"
31;"blue-collar";"married";"primary";"no";2;"yes";"yes";"cellular";10;"jul";112;1;-1;0;"unknown";"no"
28;"blue-collar";"single";"secondary";"no";4229;"yes";"yes";"cellular";5;"may";205;2;-1;0;"unknown";"no"
27;"services";"married";"secondary";"no";54;"yes";"no";"cellular";18;"may";97;1;370;1;"failure";"no"
22;"student";"single";"unknown";"no";549;"no";"no";"cellular";2;"sep";154;1;-1;0;"unknown";"no"
35;"blue-collar";"married";"primary";"no";298;"yes";"no";"cellular";13;"may";135;2;370;2;"failure";"no"
69;"retired";"married";"primary";"no";579;"no";"no";"cellular";14;"aug";230;1;-1;0;"unknown";"no"
37;"entrepreneur";"single";"tertiary";"no";1467;"yes";"yes";"cellular";17;"nov";349;1;-1;0;"unknown";"no"
45;"admin.";"single";"secondary";"no";0;"yes";"no";"cellular";8;"may";38;1;-1;0;"unknown";"no"
47;"management";"married";"tertiary";"no";109;"yes";"no";"cellular";22;"jul";268;1;-1;0;"unknown";"no"
